
# > data cal show
# Matrix: 2 by 1
# row 0:     17.4987126 
# row 1:    -17.9358357 
# model_id    200
# model_spec  2
# stderr(V)   0.51uV  (nplc10)


# postive
1, 4.7601783, -0.0000047, -0.0000003,
1, 4.7601790, -0.0000039, -0.0000007,
1, 4.7601787, -0.0000047, -0.0000009,
1, 4.7601783, -0.0000041, -0.0000012,
1, 4.7601785, -0.0000043, -0.0000010,
1, 4.7601786, -0.0000041, -0.0000009,
1, 4.7601789, -0.0000036, -0.0000009,
1, 4.7601778, -0.0000055, -0.0000015,
1, 4.7601775, -0.0000053, -0.0000014,

1, 2.3814766, -0.0000011, -0.0000014,
1, 2.3814752, -0.0000027, 0.0000000,
1, 2.3814754, -0.0000028, 0.0000004,
1, 2.3814757, -0.0000033, -0.0000012,
1, 2.3814765, -0.0000017, -0.0000009,
1, 2.3814762, -0.0000020, -0.0000008,
1, 2.3814755, -0.0000031, -0.0000008,
1, 2.3814762, -0.0000025, -0.0000014,
1, 2.3814758, -0.0000033, -0.0000013,


1, 7.1411416, -0.0000018, -0.0000009,
1, 7.1411424, -0.0000022, -0.0000008,
1, 7.1411424, -0.0000022, -0.0000015,
1, 7.1411413, -0.0000022, -0.0000011,
1, 7.1411412, -0.0000027, -0.0000004,
1, 7.1411414, -0.0000022, -0.0000013,
1, 7.1411414, -0.0000023, -0.0000008,
1, 7.1411412, -0.0000030, -0.0000006,
1, 7.1411412, -0.0000025, -0.0000005,

1, 3.5719588, -0.0000032, -0.0000009,
1, 3.5719589, -0.0000026, -0.0000001,
1, 3.5719584, -0.0000044, -0.0000004,
1, 3.5719584, -0.0000039, -0.0000009,
1, 3.5719586, -0.0000035, -0.0000010,
1, 3.5719588, -0.0000034, -0.0000012,
1, 3.5719575, -0.0000025, -0.0000014,
1, 3.5719573, -0.0000045, -0.0000007,
1, 3.5719578, -0.0000034, -0.0000006,

1, 5.9500994, -0.0000038, -0.0000002,
1, 5.9500994, -0.0000044, -0.0000009,
1, 5.9500992, -0.0000045, -0.0000010,
1, 5.9500997, -0.0000024, -0.0000012,
1, 5.9500990, -0.0000031, -0.0000012,
1, 5.9500988, -0.0000040, -0.0000010,
1, 5.9500996, -0.0000033, -0.0000020,
1, 5.9501000, -0.0000026, -0.0000016,
1, 5.9500998, -0.0000032, -0.0000015,

1, 1.1915284, -0.0000016, -0.0000004,
1, 1.1915282, -0.0000013, 0.0000001,
1, 1.1915279, -0.0000015, -0.0000001,
1, 1.1915280, -0.0000026, -0.0000015,
1, 1.1915274, -0.0000031, -0.0000001,
1, 1.1915278, -0.0000028, 0.0000003,
1, 1.1915269, -0.0000020, -0.0000007,
1, 1.1915274, -0.0000012, -0.0000008,
1, 1.1915274, -0.0000015, -0.0000005,

1, 8.3310432, -0.0000013, -0.0000005,
1, 8.3310438, -0.0000001, -0.0000010,
1, 8.3310437, -0.0000005, -0.0000010,
1, 8.3310429, -0.0000020, -0.0000003,
1, 8.3310427, -0.0000030, -0.0000008,
